Community	Target(unknown)	Annotated	Functions
C5	Zm00001eb220820	Known	nucleotide binding.extracellular region.rRNA processing.protein modification process.unsaturated fatty acid biosynthetic process.intracellular monoatomic cation homeostasis.metal ion transport.chloroplast thylakoid membrane.chloroplast thylakoid lumen.chloroplast stroma.carotenoid biosynthetic process.carbohydrate metabolic process.photosynthesis.chlorophyll biosynthetic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.hydrolase activity, hydrolyzing O-glycosyl compounds.membrane.thylakoid membrane organization
C5	Zm00001eb271060	Known	galactolipid biosynthetic process.cellular response to phosphate starvation.regulation of cellular process.Unknown.ATP binding.chloroplast.ribonucleoside triphosphate phosphatase activity.DNA metabolic process.nucleic acid binding
C5	Zm00001eb396330	Known	acetate-CoA ligase activity.Unknown.peroxisome.acetate metabolic process.butyrate metabolic process.glyoxylate cycle.ketone metabolic process.o-succinylbenzoate-CoA ligase activity
C5	Zm00001eb233850	Zm00001eb001830.Zm00001eb020350.Zm00001eb296400	
C5	Zm00001eb143320	Zm00001eb160780.Zm00001eb154100.Zm00001eb371640.Zm00001eb296290.Zm00001eb427510	nucleobase-containing compound metabolic process.membrane-bounded organelle.intracellular membrane-bounded organelle.intracellular organelle.organelle.catalytic activity.macromolecule metabolic process.GTPase activity.RNA metabolic process.primary metabolic process
C5	Zm00001eb399280	Zm00001eb199150.Zm00001eb319330.Zm00001eb076670.Zm00001eb388810.Zm00001eb117220.Zm00001eb178820	nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding.nucleobase-containing compound metabolic process.purine ribonucleoside triphosphate binding.purine ribonucleotide binding.ribonucleotide binding.ion binding.carbohydrate derivative binding.binding
C5	Zm00001eb051950	Known	thiamine diphosphate biosynthetic process.positive regulation of catalytic activity.response to vitamin B1.organelle organization.positive regulation of biological process.ADP-ribose pyrophosphohydrolase activity.glycoside metabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.glucose catabolic process.glucosinolate metabolic process.detection of external stimulus.regulation of response to stimulus.chloroplast stroma.thiamine biosynthetic process.maltose metabolic process.detection of bacterium.starch biosynthetic process.Unknown.multicellular organism development.4 iron, 4 sulfur cluster binding.negative regulation of biological process.zinc ion binding.regulation of metabolic process.NADPH regeneration.regulation of cellular process.protein domain specific binding.lyase activity.pentose-phosphate shunt
C5	Zm00001eb292690	Known	regulation of DNA-templated transcription.nucleus.animal organ morphogenesis.shoot system morphogenesis.leaf development.DNA-templated transcription.DNA binding.cellular developmental process
C5	Zm00001eb421220	Zm00001eb159760.Zm00001eb300920.Zm00001eb365570.Zm00001eb362410.Zm00001eb401060.Zm00001eb097480.Zm00001eb051500.Zm00001eb152660	primary metabolic process.metabolic process.biosynthetic process.regulation of biological process.cellular process.biological_process.cellular anatomical structure.cellular_component.biological regulation.RNA binding
C5	Zm00001eb246370	Known	seed development.glucosinolate biosynthetic process.response to cadmium ion.protein-containing complex.peroxisome.Golgi organization.response to endoplasmic reticulum stress.regulation of transport.chloroplast.Golgi apparatus.alcohol catabolic process.copper ion binding.NAD binding.response to salt stress.plasma membrane.response to heat.glycoside biosynthetic process.cytoskeleton organization.NADP binding.hyperosmotic response.glucose catabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity.response to sucrose.nucleolus.glycolytic process.plasmodesma.glyceraldehyde-3-phosphate dehydrogenase (NADP+) (non-phosphorylating) activity.water transport.Unknown.cytosol.aerobic respiration.cell wall.Unknown.zinc ion binding.NADPH regeneration.defense response to bacterium.mitochondrial envelope.pentose-phosphate shunt.gluconeogenesis.response to hydrogen peroxide.apoplast.vacuolar membrane.proteasomal protein catabolic process
C5	Zm00001eb260140	Known	electron transfer activity.response to far red light.response to red light.chloroplast stroma.2 iron, 2 sulfur cluster binding.photosynthetic acclimation.response to high light intensity.response to blue light.response to sucrose.photosynthetic electron transport in photosystem I.photosystem II assembly.defense response to bacterium.regulation of proton transport.protein metabolic process
C5	Zm00001eb355860	Zm00001eb355870.Zm00001eb028190.Zm00001eb355850.Zm00001eb210370.Zm00001eb426530.Zm00001eb112260.Zm00001eb323460.Zm00001eb049640.Zm00001eb049630.Zm00001eb280560	metabolic process.response to light stimulus.response to radiation.cellular process.biological_process.cellular anatomical structure.cellular_component.binding.photosystem.plastoglobule
C5	Zm00001eb245320	Zm00001eb306070.Zm00001eb083680.Zm00001eb061730.Zm00001eb325410.Zm00001eb273380.Zm00001eb323460.Zm00001eb299760	membrane protein complex.intracellular monoatomic cation homeostasis.intracellular monoatomic ion homeostasis.monoatomic cation homeostasis.protein-containing complex.monoatomic ion homeostasis.intracellular chemical homeostasis.chemical homeostasis.cellular homeostasis.metal ion transport
C5	Zm00001eb041310	Zm00001eb294600.Zm00001eb364690.Zm00001eb389520.Zm00001eb082500.Zm00001eb101280.Zm00001eb074090	biological regulation
C5	Zm00001eb260100	Known	Unknown.regulation of macromolecule metabolic process.regulation of cellular process.response to stress.RNA binding.membrane
C5	Zm00001eb029450	Known	membrane.active transmembrane transporter activity.cellular process.plasma membrane.amino acid transmembrane transport.amine transmembrane transporter activity.chloroplast.amine transport.amino acid transmembrane transporter activity.vacuolar membrane
C5	Zm00001eb136010	Zm00001eb041460.Zm00001eb359280	
C5	Zm00001eb061690	Zm00001eb061720.Zm00001eb424110.Zm00001eb099410	protein-containing complex assembly.protein-containing complex organization.chloroplast thylakoid membrane.plastid thylakoid membrane.photosynthetic membrane.thylakoid membrane.outer membrane.organelle outer membrane.cellular component assembly.signaling
C5	Zm00001eb058590	Zm00001eb041460.Zm00001eb138600.Zm00001eb080840.Zm00001eb324240.Zm00001eb260150.Zm00001eb106430.Zm00001eb268360	generation of precursor metabolites and energy.response to high light intensity.response to light intensity.chloroplast thylakoid membrane.plastid thylakoid membrane.photosynthetic membrane.thylakoid membrane.outer membrane.organelle outer membrane.electron transport chain
C5	Zm00001eb149830	Known	zinc ion binding.chloroplast mRNA modification.chloroplast stroma.chloroplast organization
C5	Zm00001eb286640	Zm00001eb290780.Zm00001eb154100.Zm00001eb244840.Zm00001eb296290	
C5	Zm00001eb431800	Known	response to reactive oxygen species.response to iron ion.Unknown.protoporphyrinogen IX biosynthetic process.glutamyl-tRNA reductase activity.response to carbohydrate.defense response by callose deposition.chloroplast.Unknown.NADP binding.response to chitin.chlorophyll biosynthetic process.response to wounding
C5	Zm00001eb066860	Zm00001eb388990.Zm00001eb143680.Zm00001eb208800.Zm00001eb402750.Zm00001eb340590.Zm00001eb264980	
C5	Zm00001eb013020	Known	rRNA processing.post-embryonic animal morphogenesis.cytosolic ribosome.anatomical structure formation involved in morphogenesis.animal organ morphogenesis.large ribosomal subunit.leaf morphogenesis.mRNA modification.Unknown.thylakoid membrane organization.positive regulation of DNA-templated transcription.translation.cell differentiation.DNA-templated transcription elongation.plastid transcription.chloroplast relocation.stomatal complex morphogenesis.chloroplast stroma.RNA binding.chloroplast envelope.structural constituent of ribosome.photosystem II assembly
C5	Zm00001eb412420	Zm00001eb173510.Zm00001eb164390.Zm00001eb325410.Zm00001eb138600	chloroplast thylakoid membrane.plastid thylakoid membrane.photosynthetic membrane.thylakoid membrane.outer membrane.organelle outer membrane.plastid membrane.bounding membrane of organelle.organelle membrane.enzyme activator activity
C5	Zm00001eb397780	Zm00001eb424190.Zm00001eb424150.Zm00001eb061720	fatty acid metabolic process.photosystem II assembly.photosynthesis, dark reaction.reductive pentose-phosphate cycle.PSII associated light-harvesting complex II catabolic process.protein-containing complex assembly.protein-containing complex organization.monocarboxylic acid metabolic process.alcohol catabolic process.small molecule catabolic process
C5	Zm00001eb187570	Known	primary metabolic process.Unknown.oxidoreductase activity.response to stimulus.developmental process.Unknown
C5	Zm00001eb043240	Known	Unknown.protein targeting to chloroplast.nucleus.response to cadmium ion.chloroplast thylakoid membrane.chloroplast stroma.metabolic process.cytosolic small ribosomal subunit.structural constituent of ribosome.defense response to bacterium.response to antibiotic.chloroplast rRNA processing.response to toxic substance.RNA binding.mitochondrial small ribosomal subunit.response to cold.plastid translation.adaxial/abaxial pattern specification
C5	Zm00001eb122900	Zm00001eb111910.Zm00001eb389950.Zm00001eb056960	meristem structural organization.anatomical structure arrangement
C5	Zm00001eb106430	Known	rRNA processing.positive regulation of catalytic activity.chloroplast thylakoid lumen.response to blue light.plastid organization.Unknown.response to far red light.response to high light intensity.nitrite reductase complex [NAD(P)H].calcium ion binding.intracellular monoatomic cation homeostasis.extrinsic component of membrane.photosystem II oxygen evolving complex.chloroplast thylakoid membrane.chloroplast stroma.response to sucrose.maltose metabolic process.photosynthetic electron transport chain.photorespiration.starch biosynthetic process.response to red light.metal ion transport.photosystem II assembly.regulation of proton transport.apoplast
C5	Zm00001eb314630	Known	cytosol.regulation of DNA-templated transcription.neuron differentiation.chloroplast.nucleic acid metabolic process.nucleolus.mediator complex.Unknown.animal organ development
C5	Zm00001eb296610	Zm00001eb404280.Zm00001eb336080	
C5	Zm00001eb146250	Zm00001eb275260.Zm00001eb182780.Zm00001eb424440.Zm00001eb424430.Zm00001eb416160	Group I intron splicing.RNA splicing, via transesterification reactions with guanosine as nucleophile.Group II intron splicing
C5	Zm00001eb181530	Known	glucosinolate biosynthetic process.response to fructose.peroxiredoxin activity.apoplast.thylakoid membrane organization.response to salt stress.glycoside biosynthetic process.very long-chain fatty acid metabolic process.response to chitin.cuticle development.peroxidase activity.Unknown.response to cold.glucose catabolic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.cellular response to hydrogen peroxide.mitochondrion.regulation of hydrogen peroxide metabolic process.regulation of plant-type hypersensitive response.cell redox homeostasis.chloroplast stroma.protein targeting to membrane.defense response to fungus.hydrogen peroxide catabolic process.negative regulation of defense response.jasmonic acid mediated signaling pathway.MAPK cascade.photosynthesis, light reaction.stromule.detection of biotic stimulus.chloroplast envelope.cellular oxidant detoxification.Unknown.NADPH regeneration.defense response to bacterium.cysteine biosynthetic process.oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen.thylakoid.pentose-phosphate shunt.regulation of response to biotic stimulus.salicylic acid biosynthetic process.systemic acquired resistance, salicylic acid mediated signaling pathway.water transport
C5	Zm00001eb280810	Zm00001eb190110.Zm00001eb346800.Zm00001eb226060.Zm00001eb042520.Zm00001eb335810	chloroplast thylakoid lumen.plastid thylakoid lumen.thylakoid lumen.generation of precursor metabolites and energy.electron transport chain.monocarboxylic acid biosynthetic process.monocarboxylic acid metabolic process.unsaturated fatty acid biosynthetic process.unsaturated fatty acid metabolic process.photosynthetic electron transport in photosystem I
